Freq.	V(n004)/I(R3)
1.16144861384034e+001	(3.34430688117566e+001dB,-1.79163834334687e+002°)
1.16412602941049e+001	(3.34430730790335e+001dB,-1.79161907048557e+002°)
1.16680961706096e+001	(3.34430773674180e+001dB,-1.79159975321342e+002°)
1.16949939101987e+001	(3.34430816722869e+001dB,-1.79158039143273e+002°)
1.17219536554813e+001	(3.34430860026140e+001dB,-1.79156098503242e+002°)
1.17489755493953e+001	(3.34430903492429e+001dB,-1.79154153391873e+002°)
1.17760597352080e+001	(3.34430947166138e+001dB,-1.79152203798451e+002°)
1.18032063565173e+001	(3.34430991091670e+001dB,-1.79150249712231e+002°)
1.18304155572516e+001	(3.34431035177446e+001dB,-1.79148291123775e+002°)
1.18576874816716e+001	(3.34431079422534e+001dB,-1.79146328022737e+002°)
1.18850222743701e+001	(3.34431123961969e+001dB,-1.79144360397411e+002°)
1.19124200802737e+001	(3.34431168704162e+001dB,-1.79142388238290e+002°)
1.19398810446427e+001	(3.34431213602843e+001dB,-1.79140411535403e+002°)
1.19674053130724e+001	(3.34431258747709e+001dB,-1.79138430277414e+002°)
1.19949930314937e+001	(3.34431304047159e+001dB,-1.79136444454753e+002°)
1.20226443461741e+001	(3.34431349545558e+001dB,-1.79134454056483e+002°)
1.20503594037179e+001	(3.34431395241941e+001dB,-1.79132459072089e+002°)
1.20781383510678e+001	(3.34431441225991e+001dB,-1.79130459490127e+002°)
1.21059813355048e+001	(3.34431487406087e+001dB,-1.79128455300938e+002°)
1.21338885046497e+001	(3.34431533781252e+001dB,-1.79126446493936e+002°)
1.21618600064636e+001	(3.34431580350504e+001dB,-1.79124433058513e+002°)
1.21898959892486e+001	(3.34431627248832e+001dB,-1.79122414982660e+002°)
1.22179966016487e+001	(3.34431674293947e+001dB,-1.79120392257545e+002°)
1.22461619926504e+001	(3.34431721484855e+001dB,-1.79118364872491e+002°)
1.22743923115840e+001	(3.34431768911206e+001dB,-1.79116332815870e+002°)
1.23026877081238e+001	(3.34431816617319e+001dB,-1.79114296076488e+002°)
1.23310483322890e+001	(3.34431864556863e+001dB,-1.79112254644045e+002°)
1.23594743344450e+001	(3.34431912638175e+001dB,-1.79110208508687e+002°)
1.23879658653036e+001	(3.34431960996210e+001dB,-1.79108157658217e+002°)
1.24165230759240e+001	(3.34432009493972e+001dB,-1.79106102083200e+002°)
1.24451461177138e+001	(3.34432058311733e+001dB,-1.79104041770915e+002°)
1.24738351424294e+001	(3.34432107312487e+001dB,-1.79101976711879e+002°)
1.25025903021771e+001	(3.34432156540522e+001dB,-1.79099906894722e+002°)
1.25314117494141e+001	(3.34432206040120e+001dB,-1.79097832308040e+002°)
1.25602996369487e+001	(3.34432255764912e+001dB,-1.79095752941348e+002°)
1.25892541179416e+001	(3.34432305668521e+001dB,-1.79093668784137e+002°)
1.26182753459066e+001	(3.34432355885864e+001dB,-1.79091579823983e+002°)
1.26473634747114e+001	(3.34432406189260e+001dB,-1.79089486052225e+002°)
1.26765186585784e+001	(3.34432456804265e+001dB,-1.79087387455436e+002°)
1.27057410520853e+001	(3.34432507684483e+001dB,-1.79085284023007e+002°)
1.27350308101665e+001	(3.34432558783514e+001dB,-1.79083175744305e+002°)
1.27643880881134e+001	(3.34432610100279e+001dB,-1.79081062608202e+002°)
1.27938130415752e+001	(3.34432661633691e+001dB,-1.79078944603540e+002°)
1.28233058265601e+001	(3.34432713473310e+001dB,-1.79076821718174e+002°)
1.28528665994361e+001	(3.34432765527391e+001dB,-1.79074693941856e+002°)
1.28824955169313e+001	(3.34432817704185e+001dB,-1.79072561264322e+002°)
1.29121927361353e+001	(3.34432870274532e+001dB,-1.79070423671410e+002°)
1.29419584144998e+001	(3.34432923101350e+001dB,-1.79068281153281e+002°)
1.29717927098395e+001	(3.34432976047548e+001dB,-1.79066133700086e+002°)
1.30016957803328e+001	(3.34433029338628e+001dB,-1.79063981298053e+002°)
1.30316677845229e+001	(3.34433082792168e+001dB,-1.79061823937771e+002°)
1.30617088813183e+001	(3.34433136543007e+001dB,-1.79059661606385e+002°)
1.30918192299940e+001	(3.34433190499363e+001dB,-1.79057494293458e+002°)
1.31219989901920e+001	(3.34433244796065e+001dB,-1.79055321986075e+002°)
1.31522483219223e+001	(3.34433299250669e+001dB,-1.79053144674738e+002°)
1.31825673855640e+001	(3.34433353997998e+001dB,-1.79050962346474e+002°)
1.32129563418657e+001	(3.34433409036892e+001dB,-1.79048774989760e+002°)
1.32434153519466e+001	(3.34433464230217e+001dB,-1.79046582594540e+002°)
1.32739445772973e+001	(3.34433519758102e+001dB,-1.79044385147254e+002°)
1.33045441797808e+001	(3.34433575483400e+001dB,-1.79042182637797e+002°)
1.33352143216332e+001	(3.34433631540904e+001dB,-1.79039975053045e+002°)
1.33659551654643e+001	(3.34433687793459e+001dB,-1.79037762382847e+002°)
1.33967668742593e+001	(3.34433744285199e+001dB,-1.79035544615026e+002°)
1.34276496113785e+001	(3.34433801196225e+001dB,-1.79033321735860e+002°)
1.34586035405594e+001	(3.34433858208067e+001dB,-1.79031093737145e+002°)
1.34896288259164e+001	(3.34433915500815e+001dB,-1.79028860605107e+002°)
1.35207256319427e+001	(3.34433973118583e+001dB,-1.79026622327451e+002°)
1.35518941235103e+001	(3.34434030924179e+001dB,-1.79024378893889e+002°)
1.35831344658714e+001	(3.34434089007030e+001dB,-1.79022130291565e+002°)
1.36144468246594e+001	(3.34434147411232e+001dB,-1.79019876508101e+002°)
1.36458313658891e+001	(3.34434206090225e+001dB,-1.79017617532113e+002°)
1.36772882559584e+001	(3.34434265042770e+001dB,-1.79015353351678e+002°)
1.37088176616484e+001	(3.34434324222297e+001dB,-1.79013083955365e+002°)
1.37404197501251e+001	(3.34434383672878e+001dB,-1.79010809330684e+002°)
1.37720946889394e+001	(3.34434443393258e+001dB,-1.79008529465635e+002°)
1.38038426460287e+001	(3.34434503472821e+001dB,-1.79006244347151e+002°)
1.38356637897177e+001	(3.34434563774325e+001dB,-1.79003953964726e+002°)
1.38675582887188e+001	(3.34434624296497e+001dB,-1.79001658306281e+002°)
1.38995263121334e+001	(3.34434685128705e+001dB,-1.78999357358663e+002°)
1.39315680294529e+001	(3.34434746314986e+001dB,-1.78997051109207e+002°)
1.39636836105593e+001	(3.34434807763400e+001dB,-1.78994739546788e+002°)
1.39958732257261e+001	(3.34434869472649e+001dB,-1.78992422659213e+002°)
1.40281370456195e+001	(3.34434931486752e+001dB,-1.78990100433732e+002°)
1.40604752412990e+001	(3.34434993713752e+001dB,-1.78987772859151e+002°)
1.40928879842186e+001	(3.34435056242980e+001dB,-1.78985439922136e+002°)
1.41253754462274e+001	(3.34435119118439e+001dB,-1.78983101609848e+002°)
1.41579377995707e+001	(3.34435182202827e+001dB,-1.78980757911545e+002°)
1.41905752168908e+001	(3.34435245676108e+001dB,-1.78978408812736e+002°)
1.42232878712281e+001	(3.34435309355644e+001dB,-1.78976054303159e+002°)
1.42560759360218e+001	(3.34435373421385e+001dB,-1.78973694368260e+002°)
1.42889395851109e+001	(3.34435437690681e+001dB,-1.78971328997731e+002°)
1.43218789927353e+001	(3.34435502343470e+001dB,-1.78968958176949e+002°)
1.43548943335364e+001	(3.34435567197090e+001dB,-1.78966581895561e+002°)
1.43879857825583e+001	(3.34435632476791e+001dB,-1.78964200138338e+002°)
1.44211535152486e+001	(3.34435697954573e+001dB,-1.78961812895417e+002°)
1.44543977074592e+001	(3.34435763765024e+001dB,-1.78959420152587e+002°)
1.44877185354475e+001	(3.34435829861431e+001dB,-1.78957021897770e+002°)
1.45211161758773e+001	(3.34435896287720e+001dB,-1.78954618117775e+002°)
1.45545908058195e+001	(3.34435962997164e+001dB,-1.78952208800468e+002°)
1.45881426027534e+001	(3.34436030079001e+001dB,-1.78949793932050e+002°)
1.46217717445671e+001	(3.34436097350517e+001dB,-1.78947373501979e+002°)
1.46554784095590e+001	(3.34436165036912e+001dB,-1.78944947494747e+002°)
1.46892627764385e+001	(3.34436233000783e+001dB,-1.78942515899209e+002°)
1.47231250243271e+001	(3.34436301286019e+001dB,-1.78940078701993e+002°)
1.47570653327588e+001	(3.34436369891176e+001dB,-1.78937635890247e+002°)
1.47910838816819e+001	(3.34436438769481e+001dB,-1.78935187451645e+002°)
1.48251808514594e+001	(3.34436508055452e+001dB,-1.78932733371610e+002°)
1.48593564228699e+001	(3.34436577566328e+001dB,-1.78930273639430e+002°)
1.48936107771090e+001	(3.34436647436613e+001dB,-1.78927808240464e+002°)
1.49279440957898e+001	(3.34436717619507e+001dB,-1.78925337162272e+002°)
1.49623565609442e+001	(3.34436788113527e+001dB,-1.78922860391827e+002°)
1.49968483550236e+001	(3.34436858962508e+001dB,-1.78920377915509e+002°)
1.50314196609001e+001	(3.34436930164952e+001dB,-1.78917889720228e+002°)
1.50660706618673e+001	(3.34437001628709e+001dB,-1.78915395793998e+002°)
1.51008015416413e+001	(3.34437073442916e+001dB,-1.78912896122541e+002°)
1.51356124843619e+001	(3.34437145606057e+001dB,-1.78910390692681e+002°)
1.51705036745932e+001	(3.34437218116606e+001dB,-1.78907879491208e+002°)
1.52054752973248e+001	(3.34437290927709e+001dB,-1.78905362505455e+002°)
1.52405275379728e+001	(3.34437364083152e+001dB,-1.78902839721587e+002°)
1.52756605823806e+001	(3.34437437626713e+001dB,-1.78900311125730e+002°)
1.53108746168202e+001	(3.34437511420868e+001dB,-1.78897776706279e+002°)
1.53461698279928e+001	(3.34437585554705e+001dB,-1.78895236448731e+002°)
1.53815464030302e+001	(3.34437660162630e+001dB,-1.78892690337963e+002°)
1.54170045294954e+001	(3.34437735016449e+001dB,-1.78890138363442e+002°)
1.54525443953840e+001	(3.34437810205228e+001dB,-1.78887580510566e+002°)
1.54881661891247e+001	(3.34437885727380e+001dB,-1.78885016765856e+002°)
1.55238700995807e+001	(3.34437961717281e+001dB,-1.78882447114053e+002°)
1.55596563160506e+001	(3.34438037946706e+001dB,-1.78879871544527e+002°)
1.55955250282694e+001	(3.34438114504695e+001dB,-1.78877290042546e+002°)
1.56314764264094e+001	(3.34438191480278e+001dB,-1.78874702593333e+002°)
1.56675107010813e+001	(3.34438268781181e+001dB,-1.78872109184425e+002°)
1.57036280433354e+001	(3.34438346541744e+001dB,-1.78869509800392e+002°)
1.57398286446620e+001	(3.34438424488381e+001dB,-1.78866904431076e+002°)
1.57761126969933e+001	(3.34438502891391e+001dB,-1.78864293059208e+002°)
1.58124803927037e+001	(3.34438581658469e+001dB,-1.78861675672210e+002°)
1.58489319246110e+001	(3.34438660742629e+001dB,-1.78859052256887e+002°)
1.58854674859776e+001	(3.34438740232847e+001dB,-1.78856422798229e+002°)
1.59220872705115e+001	(3.34438820082123e+001dB,-1.78853787282979e+002°)
1.59587914723672e+001	(3.34438900288769e+001dB,-1.78851145697252e+002°)
1.59955802861465e+001	(3.34438980851092e+001dB,-1.78848498027134e+002°)
1.60324539069002e+001	(3.34439061858040e+001dB,-1.78845844257475e+002°)
1.60694125301286e+001	(3.34439143217255e+001dB,-1.78843184375496e+002°)
1.61064563517825e+001	(3.34439224836369e+001dB,-1.78840518368400e+002°)
1.61435855682647e+001	(3.34439306940282e+001dB,-1.78837846219121e+002°)
1.61808003764305e+001	(3.34439389436610e+001dB,-1.78835167914792e+002°)
1.62181009735891e+001	(3.34439472278288e+001dB,-1.78832483441913e+002°)
1.62554875575047e+001	(3.34439555508893e+001dB,-1.78829792785739e+002°)
1.62929603263970e+001	(3.34439639081342e+001dB,-1.78827095932711e+002°)
1.63305194789432e+001	(3.34439723084519e+001dB,-1.78824392867403e+002°)
1.63681652142779e+001	(3.34439807426003e+001dB,-1.78821683576805e+002°)
1.64058977319952e+001	(3.34439892239985e+001dB,-1.78818968044806e+002°)
1.64437172321491e+001	(3.34439977434028e+001dB,-1.78816246258334e+002°)
1.64816239152549e+001	(3.34440063006333e+001dB,-1.78813518203057e+002°)
1.65196179822900e+001	(3.34440148909771e+001dB,-1.78810783865232e+002°)
1.65576996346951e+001	(3.34440235233176e+001dB,-1.78808043229225e+002°)
1.65958690743754e+001	(3.34440321974725e+001dB,-1.78805296280602e+002°)
1.66341265037015e+001	(3.34440409177912e+001dB,-1.78802543004273e+002°)
1.66724721255104e+001	(3.34440496704925e+001dB,-1.78799783387617e+002°)
1.67109061431069e+001	(3.34440584599240e+001dB,-1.78797017415484e+002°)
1.67494287602642e+001	(3.34440673040298e+001dB,-1.78794245070798e+002°)
1.67880401812254e+001	(3.34440761799613e+001dB,-1.78791466342106e+002°)
1.68267406107045e+001	(3.34440850965960e+001dB,-1.78788681213523e+002°)
1.68655302538872e+001	(3.34440940582782e+001dB,-1.78785889669756e+002°)
1.69044093164324e+001	(3.34441030512215e+001dB,-1.78783091698010e+002°)
1.69433780044731e+001	(3.34441120888333e+001dB,-1.78780287281659e+002°)
1.69824365246172e+001	(3.34441211754553e+001dB,-1.78777476405299e+002°)
1.70215850839493e+001	(3.34441303063633e+001dB,-1.78774659054770e+002°)
1.70608238900310e+001	(3.34441394722999e+001dB,-1.78771835216522e+002°)
1.71001531509027e+001	(3.34441486821365e+001dB,-1.78769004874416e+002°)
1.71395730750841e+001	(3.34441579311465e+001dB,-1.78766168014197e+002°)
1.71790838715757e+001	(3.34441672281994e+001dB,-1.78763324619650e+002°)
1.72186857498599e+001	(3.34441765595018e+001dB,-1.78760474677745e+002°)
1.72583789199018e+001	(3.34441859384541e+001dB,-1.78757618171550e+002°)
1.72981635921508e+001	(3.34441953603258e+001dB,-1.78754755086679e+002°)
1.73380399775412e+001	(3.34442048339832e+001dB,-1.78751885406764e+002°)
1.73780082874935e+001	(3.34442143501614e+001dB,-1.78749009118002e+002°)
1.74180687339159e+001	(3.34442238995950e+001dB,-1.78746126206570e+002°)
1.74582215292048e+001	(3.34442335002122e+001dB,-1.78743236654687e+002°)
1.74984668862464e+001	(3.34442431427456e+001dB,-1.78740340448458e+002°)
1.75388050184174e+001	(3.34442528269919e+001dB,-1.78737437572648e+002°)
1.75792361395867e+001	(3.34442625618114e+001dB,-1.78734528010669e+002°)
1.76197604641161e+001	(3.34442723379340e+001dB,-1.78731611748531e+002°)
1.76603782068614e+001	(3.34442821642184e+001dB,-1.78728688769571e+002°)
1.77010895831740e+001	(3.34442920313925e+001dB,-1.78725759059738e+002°)
1.77418948089014e+001	(3.34443019437806e+001dB,-1.78722822602960e+002°)
1.77827941003890e+001	(3.34443119057060e+001dB,-1.78719879383124e+002°)
1.78237876744807e+001	(3.34443219033614e+001dB,-1.78716929386753e+002°)
1.78648757485203e+001	(3.34443319546656e+001dB,-1.78713972595659e+002°)
1.79060585403527e+001	(3.34443420548740e+001dB,-1.78711008994956e+002°)
1.79473362683250e+001	(3.34443521992414e+001dB,-1.78708038569730e+002°)
1.79887091512877e+001	(3.34443623830213e+001dB,-1.78705061305039e+002°)
1.80301774085955e+001	(3.34443726286609e+001dB,-1.78702077181845e+002°)
1.80717412601090e+001	(3.34443829132824e+001dB,-1.78699086187837e+002°)
1.81134009261958e+001	(3.34443932457335e+001dB,-1.78696088305936e+002°)
1.81551566277311e+001	(3.34444036303289e+001dB,-1.78693083519694e+002°)
1.81970085860996e+001	(3.34444140577848e+001dB,-1.78690071814676e+002°)
1.82389570231961e+001	(3.34444245324137e+001dB,-1.78687053174368e+002°)
1.82810021614272e+001	(3.34444350585273e+001dB,-1.78684027582214e+002°)
1.83231442237119e+001	(3.34444456223062e+001dB,-1.78680995024368e+002°)
1.83653834334832e+001	(3.34444562507222e+001dB,-1.78677955480760e+002°)
1.84077200146893e+001	(3.34444669208891e+001dB,-1.78674908938853e+002°)
1.84501541917945e+001	(3.34444776371144e+001dB,-1.78671855381947e+002°)
1.84926861897805e+001	(3.34444884082369e+001dB,-1.78668794792604e+002°)
1.85353162341479e+001	(3.34444992294973e+001dB,-1.78665727155428e+002°)
1.85780445509167e+001	(3.34445100961348e+001dB,-1.78662652454994e+002°)
1.86208713666284e+001	(3.34445210124530e+001dB,-1.78659570674445e+002°)
1.86637969083464e+001	(3.34445319872863e+001dB,-1.78656481796185e+002°)
1.87068214036578e+001	(3.34445430068064e+001dB,-1.78653385806079e+002°)
1.87499450806739e+001	(3.34445540843782e+001dB,-1.78650282685750e+002°)
1.87931681680324e+001	(3.34445652016386e+001dB,-1.78647172421708e+002°)
1.88364908948977e+001	(3.34445763719504e+001dB,-1.78644054995499e+002°)
1.88799134909627e+001	(3.34445875950783e+001dB,-1.78640930390740e+002°)
1.89234361864495e+001	(3.34445988798503e+001dB,-1.78637798589590e+002°)
1.89670592121112e+001	(3.34446102033668e+001dB,-1.78634659579147e+002°)
1.90107827992327e+001	(3.34446215925835e+001dB,-1.78631513338648e+002°)
1.90546071796322e+001	(3.34446330200660e+001dB,-1.78628359855845e+002°)
1.90985325856621e+001	(3.34446444991707e+001dB,-1.78625199112033e+002°)
1.91425592502106e+001	(3.34446560477851e+001dB,-1.78622031087734e+002°)
1.91866874067026e+001	(3.34446676339391e+001dB,-1.78618855771333e+002°)
1.92309172891013e+001	(3.34446792845831e+001dB,-1.78615673141834e+002°)
1.92752491319091e+001	(3.34446909813418e+001dB,-1.78612483185404e+002°)
1.93196831701690e+001	(3.34447027375660e+001dB,-1.78609285883120e+002°)
1.93642196394658e+001	(3.34447145439433e+001dB,-1.78606081219637e+002°)
1.94088587759275e+001	(3.34447264092897e+001dB,-1.78602869176673e+002°)
1.94536008162263e+001	(3.34447383242904e+001dB,-1.78599649738815e+002°)
1.94984459975802e+001	(3.34447502977591e+001dB,-1.78596422887698e+002°)
1.95433945577537e+001	(3.34447623294437e+001dB,-1.78593188606372e+002°)
1.95884467350596e+001	(3.34447744054935e+001dB,-1.78589946880059e+002°)
1.96336027683602e+001	(3.34447865483160e+001dB,-1.78586697688063e+002°)
1.96788628970682e+001	(3.34447987440583e+001dB,-1.78583441015530e+002°)
1.97242273611483e+001	(3.34448109969960e+001dB,-1.78580176844623e+002°)
1.97696964011183e+001	(3.34448233023384e+001dB,-1.78576905158947e+002°)
1.98152702580507e+001	(3.34448356598264e+001dB,-1.78573625941332e+002°)
1.98609491735734e+001	(3.34448480827969e+001dB,-1.78570339172331e+002°)
1.99067333898716e+001	(3.34448605619233e+001dB,-1.78567044836175e+002°)
1.99526231496885e+001	(3.34448731014753e+001dB,-1.78563742914826e+002°)
1.99986186963271e+001	(3.34448856966564e+001dB,-1.78560433391701e+002°)
2.00447202736513e+001	(3.34448983426689e+001dB,-1.78557116250184e+002°)
2.00909281260870e+001	(3.34449110619086e+001dB,-1.78553791469100e+002°)
2.01372424986236e+001	(3.34449238269131e+001dB,-1.78550459035525e+002°)
2.01836636368153e+001	(3.34449366464785e+001dB,-1.78547118930467e+002°)
2.02301917867824e+001	(3.34449495384643e+001dB,-1.78543771133365e+002°)
2.02768271952125e+001	(3.34449624890019e+001dB,-1.78540415628921e+002°)
2.03235701093619e+001	(3.34449754932862e+001dB,-1.78537052400295e+002°)
2.03704207770569e+001	(3.34449885601083e+001dB,-1.78533681428315e+002°)
2.04173794466950e+001	(3.34450016846605e+001dB,-1.78530302696061e+002°)
2.04644463672464e+001	(3.34450148711990e+001dB,-1.78526916185041e+002°)
2.05116217882553e+001	(3.34450281149137e+001dB,-1.78523521878259e+002°)
2.05589059598411e+001	(3.34450414291230e+001dB,-1.78520119755594e+002°)
2.06062991326997e+001	(3.34450547999494e+001dB,-1.78516709801515e+002°)
2.06538015581050e+001	(3.34450682271113e+001dB,-1.78513291998139e+002°)
2.07014134879101e+001	(3.34450817239235e+001dB,-1.78509866325214e+002°)
2.07491351745488e+001	(3.34450952810368e+001dB,-1.78506432766323e+002°)
2.07969668710366e+001	(3.34451088981661e+001dB,-1.78502991303461e+002°)
2.08449088309726e+001	(3.34451225795570e+001dB,-1.78499541917801e+002°)
2.08929613085401e+001	(3.34451363249216e+001dB,-1.78496084591253e+002°)
2.09411245585086e+001	(3.34451501385030e+001dB,-1.78492619304899e+002°)
2.09893988362349e+001	(3.34451640018810e+001dB,-1.78489146043719e+002°)
2.10377843976644e+001	(3.34451779464905e+001dB,-1.78485664783986e+002°)
2.10862814993326e+001	(3.34451919448436e+001dB,-1.78482175512180e+002°)
2.11348903983661e+001	(3.34452060011783e+001dB,-1.78478678209228e+002°)
2.11836113524847e+001	(3.34452201378607e+001dB,-1.78475172852825e+002°)
2.12324446200019e+001	(3.34452343319313e+001dB,-1.78471659428564e+002°)
2.12813904598268e+001	(3.34452485830914e+001dB,-1.78468137918039e+002°)
2.13304491314654e+001	(3.34452629182356e+001dB,-1.78464608297995e+002°)
2.13796208950220e+001	(3.34452773053354e+001dB,-1.78461070555531e+002°)
2.14289060112002e+001	(3.34452917622177e+001dB,-1.78457524668905e+002°)
2.14783047413050e+001	(3.34453062885783e+001dB,-1.78453970619528e+002°)
2.15278173472434e+001	(3.34453208841118e+001dB,-1.78450408388774e+002°)
2.15774440915263e+001	(3.34453355439785e+001dB,-1.78446837958784e+002°)
2.16271852372698e+001	(3.34453502633378e+001dB,-1.78443259311666e+002°)
2.16770410481966e+001	(3.34453650645420e+001dB,-1.78439672424607e+002°)
2.17270117886371e+001	(3.34453799291501e+001dB,-1.78436077282064e+002°)
2.17770977235312e+001	(3.34453948613820e+001dB,-1.78432473864389e+002°)
2.18272991184297e+001	(3.34454098563911e+001dB,-1.78428862153527e+002°)
2.18776162394952e+001	(3.34454249274593e+001dB,-1.78425242128099e+002°)
2.19280493535041e+001	(3.34454400606723e+001dB,-1.78421613771608e+002°)
2.19785987278479e+001	(3.34454552783738e+001dB,-1.78417977060929e+002°)
2.20292646305342e+001	(3.34454705575819e+001dB,-1.78414331981135e+002°)
2.20800473301886e+001	(3.34454859025076e+001dB,-1.78410678512317e+002°)
2.21309470960560e+001	(3.34455013309580e+001dB,-1.78407016632024e+002°)
2.21819641980018e+001	(3.34455168199465e+001dB,-1.78403346325229e+002°)
2.22330989065137e+001	(3.34455323827448e+001dB,-1.78399667570222e+002°)
2.22843514927027e+001	(3.34455480190256e+001dB,-1.78395980347738e+002°)
2.23357222283049e+001	(3.34455637193953e+001dB,-1.78392284640148e+002°)
2.23872113856830e+001	(3.34455795016534e+001dB,-1.78388580424750e+002°)
2.24388192378273e+001	(3.34455953564033e+001dB,-1.78384867683826e+002°)
2.24905460583574e+001	(3.34456112787793e+001dB,-1.78381146398787e+002°)
2.25423921215239e+001	(3.34456272775115e+001dB,-1.78377416548465e+002°)
2.25943577022094e+001	(3.34456433477312e+001dB,-1.78373678114185e+002°)
2.26464430759302e+001	(3.34456594981653e+001dB,-1.78369931074682e+002°)
2.26986485188378e+001	(3.34456757148773e+001dB,-1.78366175412895e+002°)
2.27509743077203e+001	(3.34456920156557e+001dB,-1.78362411105762e+002°)
