Freq.	V(n008)/I(V1)
1.00995029412032e+002	(1.27517197902275e+002dB,9.08454789569696e+001°)
1.01018287054483e+002	(1.27515197177159e+002dB,9.08456740978719e+001°)
1.01041550052821e+002	(1.27513196451842e+002dB,9.08458692825153e+001°)
1.01064818408279e+002	(1.27511195725926e+002dB,9.08460645143980e+001°)
1.01088092122091e+002	(1.27509194999879e+002dB,9.08462597904851e+001°)
1.01111371195490e+002	(1.27507194273497e+002dB,9.08464551122957e+001°)
1.01134655629712e+002	(1.27505193546704e+002dB,9.08466504798748e+001°)
1.01157945425989e+002	(1.27503192819479e+002dB,9.08468458913546e+001°)
1.01181240585558e+002	(1.27501192092056e+002dB,9.08470413489999e+001°)
1.01204541109654e+002	(1.27499191364273e+002dB,9.08472368514792e+001°)
1.01227846999511e+002	(1.27497190636279e+002dB,9.08474323996811e+001°)
1.01251158256365e+002	(1.27495189907704e+002dB,9.08476279928372e+001°)
1.01274474881453e+002	(1.27493189178916e+002dB,9.08478236322099e+001°)
1.01297796876010e+002	(1.27491188449824e+002dB,9.08480193164333e+001°)
1.01321124241273e+002	(1.27489187720287e+002dB,9.08482150460564e+001°)
1.01344456978479e+002	(1.27487186990656e+002dB,9.08484108209301e+001°)
1.01367795088864e+002	(1.27485186260435e+002dB,9.08486066417592e+001°)
1.01391138573667e+002	(1.27483185530036e+002dB,9.08488025074265e+001°)
1.01414487434125e+002	(1.27481184799241e+002dB,9.08489984180439e+001°)
1.01437841671476e+002	(1.27479184068204e+002dB,9.08491943749633e+001°)
1.01461201286958e+002	(1.27477183336829e+002dB,9.08493903763573e+001°)
1.01484566281809e+002	(1.27475182605051e+002dB,9.08495864232046e+001°)
1.01507936657269e+002	(1.27473181872951e+002dB,9.08497825168936e+001°)
1.01531312414576e+002	(1.27471181140439e+002dB,9.08499786560632e+001°)
1.01554693554969e+002	(1.27469180407709e+002dB,9.08501748392251e+001°)
1.01578080079690e+002	(1.27467179674567e+002dB,9.08503710688298e+001°)
1.01601471989976e+002	(1.27465178940990e+002dB,9.08505673430181e+001°)
1.01624869287069e+002	(1.27463178207347e+002dB,9.08507636635154e+001°)
1.01648271972209e+002	(1.27461177473330e+002dB,9.08509600285899e+001°)
1.01671680046637e+002	(1.27459176738686e+002dB,9.08511564416562e+001°)
1.01695093511594e+002	(1.27457176003865e+002dB,9.08513528987630e+001°)
1.01718512368321e+002	(1.27455175268738e+002dB,9.08515494013890e+001°)
1.01741936618060e+002	(1.27453174533354e+002dB,9.08517459481153e+001°)
1.01765366262053e+002	(1.27451173797592e+002dB,9.08519425413541e+001°)
1.01788801301542e+002	(1.27449173061442e+002dB,9.08521391806517e+001°)
1.01812241737769e+002	(1.27447172324969e+002dB,9.08523358659895e+001°)
1.01835687571978e+002	(1.27445171588295e+002dB,9.08525325959150e+001°)
1.01859138805411e+002	(1.27443170851143e+002dB,9.08527293715030e+001°)
1.01882595439312e+002	(1.27441170113586e+002dB,9.08529261936681e+001°)
1.01906057474924e+002	(1.27439169375753e+002dB,9.08531230614283e+001°)
1.01929524913492e+002	(1.27437168637566e+002dB,9.08533199748236e+001°)
1.01952997756260e+002	(1.27435167899148e+002dB,9.08535169324094e+001°)
1.01976476004471e+002	(1.27433167160304e+002dB,9.08537139366263e+001°)
1.01999959659371e+002	(1.27431166421238e+002dB,9.08539109869227e+001°)
1.02023448722206e+002	(1.27429165681645e+002dB,9.08541080820427e+001°)
1.02046943194219e+002	(1.27427164941829e+002dB,9.08543052242012e+001°)
1.02070443076658e+002	(1.27425164201611e+002dB,9.08545024106814e+001°)
1.02093948370767e+002	(1.27423163461139e+002dB,9.08546996423635e+001°)
1.02117459077794e+002	(1.27421162720364e+002dB,9.08548969220874e+001°)
1.02140975198984e+002	(1.27419161979163e+002dB,9.08550942452437e+001°)
1.02164496735585e+002	(1.27417161237632e+002dB,9.08552916150705e+001°)
1.02188023688843e+002	(1.27415160495768e+002dB,9.08554890315824e+001°)
1.02211556060006e+002	(1.27413159753615e+002dB,9.08556864928988e+001°)
1.02235093850322e+002	(1.27411159011172e+002dB,9.08558839995004e+001°)
1.02258637061039e+002	(1.27409158268236e+002dB,9.08560815528896e+001°)
1.02282185693404e+002	(1.27407157524866e+002dB,9.08562791525844e+001°)
1.02305739748666e+002	(1.27405156781184e+002dB,9.08564767971384e+001°)
1.02329299228075e+002	(1.27403156037475e+002dB,9.08566744873704e+001°)
1.02352864132878e+002	(1.27401155293248e+002dB,9.08568722244432e+001°)
1.02376434464327e+002	(1.27399154548615e+002dB,9.08570700059851e+001°)
1.02400010223669e+002	(1.27397153803870e+002dB,9.08572678337448e+001°)
1.02423591412156e+002	(1.27395153058448e+002dB,9.08574657084474e+001°)
1.02447178031037e+002	(1.27393152313028e+002dB,9.08576636279360e+001°)
1.02470770081564e+002	(1.27391151566914e+002dB,9.08578615939336e+001°)
1.02494367564986e+002	(1.27389150820648e+002dB,9.08580596048092e+001°)
1.02517970482555e+002	(1.27387150074172e+002dB,9.08582576624623e+001°)
1.02541578835522e+002	(1.27385149327124e+002dB,9.08584557666027e+001°)
1.02565192625140e+002	(1.27383148579768e+002dB,9.08586539161890e+001°)
1.02588811852659e+002	(1.27381147832168e+002dB,9.08588521112050e+001°)
1.02612436519333e+002	(1.27379147084328e+002dB,9.08590503525895e+001°)
1.02636066626414e+002	(1.27377146336019e+002dB,9.08592486395269e+001°)
1.02659702175154e+002	(1.27375145587249e+002dB,9.08594469734199e+001°)
1.02683343166808e+002	(1.27373144838279e+002dB,9.08596453527668e+001°)
1.02706989602627e+002	(1.27371144089025e+002dB,9.08598437771503e+001°)
1.02730641483867e+002	(1.27369143339211e+002dB,9.08600422476370e+001°)
1.02754298811780e+002	(1.27367142589205e+002dB,9.08602407663970e+001°)
1.02777961587622e+002	(1.27365141838879e+002dB,9.08604393288457e+001°)
1.02801629812646e+002	(1.27363141088192e+002dB,9.08606379382741e+001°)
1.02825303488109e+002	(1.27361140337137e+002dB,9.08608365946899e+001°)
1.02848982615264e+002	(1.27359139585676e+002dB,9.08610352953363e+001°)
1.02872667195367e+002	(1.27357138833972e+002dB,9.08612340429370e+001°)
1.02896357229674e+002	(1.27355138081938e+002dB,9.08614328366126e+001°)
1.02920052719442e+002	(1.27353137329566e+002dB,9.08616316763795e+001°)
1.02943753665926e+002	(1.27351136576780e+002dB,9.08618305622817e+001°)
1.02967460070382e+002	(1.27349135823646e+002dB,9.08620294947645e+001°)
1.02991171934069e+002	(1.27347135070078e+002dB,9.08622284729497e+001°)
1.03014889258242e+002	(1.27345134316483e+002dB,9.08624274962031e+001°)
1.03038612044161e+002	(1.27343133562112e+002dB,9.08626265676537e+001°)
1.03062340293081e+002	(1.27341132807765e+002dB,9.08628256837052e+001°)
1.03086074006261e+002	(1.27339132052822e+002dB,9.08630248465049e+001°)
1.03109813184961e+002	(1.27337131297697e+002dB,9.08632240558748e+001°)
1.03133557830437e+002	(1.27335130542086e+002dB,9.08634233105757e+001°)
1.03157307943950e+002	(1.27333129786416e+002dB,9.08636226118139e+001°)
1.03181063526758e+002	(1.27331129030111e+002dB,9.08638219589343e+001°)
1.03204824580121e+002	(1.27329128273461e+002dB,9.08640213536678e+001°)
1.03228591105299e+002	(1.27327127516574e+002dB,9.08642207936643e+001°)
1.03252363103551e+002	(1.27325126759437e+002dB,9.08644202784780e+001°)
1.03276140576139e+002	(1.27323126001802e+002dB,9.08646198119317e+001°)
1.03299923524322e+002	(1.27321125243975e+002dB,9.08648193906599e+001°)
1.03323711949362e+002	(1.27319124485614e+002dB,9.08650190162179e+001°)
1.03347505852520e+002	(1.27317123727050e+002dB,9.08652186875411e+001°)
1.03371305235057e+002	(1.27315122967995e+002dB,9.08654184047689e+001°)
1.03395110098236e+002	(1.27313122208736e+002dB,9.08656181691718e+001°)
1.03418920443318e+002	(1.27311121449039e+002dB,9.08658179794804e+001°)
1.03442736271566e+002	(1.27309120688976e+002dB,9.08660178365947e+001°)
1.03466557584242e+002	(1.27307119928594e+002dB,9.08662177391203e+001°)
1.03490384382610e+002	(1.27305119167912e+002dB,9.08664176898288e+001°)
1.03514216667933e+002	(1.27303118406876e+002dB,9.08666176841439e+001°)
1.03538054441474e+002	(1.27301117645443e+002dB,9.08668177257842e+001°)
1.03561897704497e+002	(1.27299116883756e+002dB,9.08670178156197e+001°)
1.03585746458267e+002	(1.27297116121627e+002dB,9.08672179500546e+001°)
1.03609600704047e+002	(1.27295115359220e+002dB,9.08674181322557e+001°)
1.03633460443103e+002	(1.27293114596424e+002dB,9.08676183590586e+001°)
1.03657325676699e+002	(1.27291113833269e+002dB,9.08678186341447e+001°)
1.03681196406101e+002	(1.27289113069776e+002dB,9.08680189538309e+001°)
1.03705072632575e+002	(1.27287112305891e+002dB,9.08682193204566e+001°)
1.03728954357386e+002	(1.27285111541744e+002dB,9.08684197339749e+001°)
1.03752841581800e+002	(1.27283110777261e+002dB,9.08686201948879e+001°)
1.03776734307084e+002	(1.27281110012410e+002dB,9.08688207009201e+001°)
1.03800632534505e+002	(1.27279109247071e+002dB,9.08690212549018e+001°)
1.03824536265330e+002	(1.27277108481618e+002dB,9.08692218534487e+001°)
1.03848445500826e+002	(1.27275107715524e+002dB,9.08694225004946e+001°)
1.03872360242261e+002	(1.27273106949377e+002dB,9.08696231930214e+001°)
1.03896280490902e+002	(1.27271106182558e+002dB,9.08698239327044e+001°)
1.03920206248019e+002	(1.27269105415665e+002dB,9.08700247179005e+001°)
1.03944137514879e+002	(1.27267104648423e+002dB,9.08702255496649e+001°)
1.03968074292751e+002	(1.27265103880772e+002dB,9.08704264298773e+001°)
1.03992016582905e+002	(1.27263103112719e+002dB,9.08706273534903e+001°)
1.04015964386609e+002	(1.27261102344307e+002dB,9.08708283255475e+001°)
1.04039917705134e+002	(1.27259101575517e+002dB,9.08710293451519e+001°)
1.04063876539749e+002	(1.27257100806527e+002dB,9.08712304103929e+001°)
1.04087840891725e+002	(1.27255100037136e+002dB,9.08714315227550e+001°)
1.04111810762332e+002	(1.27253099267308e+002dB,9.08716326799678e+001°)
1.04135786152842e+002	(1.27251098497222e+002dB,9.08718338865514e+001°)
1.04159767064525e+002	(1.27249097726813e+002dB,9.08720351374978e+001°)
1.04183753498652e+002	(1.27247096955973e+002dB,9.08722364365409e+001°)
1.04207745456496e+002	(1.27245096184736e+002dB,9.08724377813796e+001°)
1.04231742939329e+002	(1.27243095413113e+002dB,9.08726391738551e+001°)
1.04255745948422e+002	(1.27241094641289e+002dB,9.08728406129756e+001°)
1.04279754485049e+002	(1.27239093868970e+002dB,9.08730420979722e+001°)
1.04303768550482e+002	(1.27237093096432e+002dB,9.08732436296479e+001°)
1.04327788145995e+002	(1.27235092323471e+002dB,9.08734452094778e+001°)
1.04351813272861e+002	(1.27233091550048e+002dB,9.08736468347429e+001°)
1.04375843932353e+002	(1.27231090776577e+002dB,9.08738485061846e+001°)
1.04399880125747e+002	(1.27229090002451e+002dB,9.08740502263763e+001°)
1.04423921854316e+002	(1.27227089228103e+002dB,9.08742519914743e+001°)
1.04447969119335e+002	(1.27225088453424e+002dB,9.08744538051952e+001°)
1.04472021922078e+002	(1.27223087678369e+002dB,9.08746556643700e+001°)
1.04496080263822e+002	(1.27221086902884e+002dB,9.08748575713226e+001°)
1.04520144145842e+002	(1.27219086127146e+002dB,9.08750595241543e+001°)
1.04544213569413e+002	(1.27217085351083e+002dB,9.08752615238232e+001°)
1.04568288535812e+002	(1.27215084574480e+002dB,9.08754635704372e+001°)
1.04592369046315e+002	(1.27213083797812e+002dB,9.08756656642479e+001°)
1.04616455102199e+002	(1.27211083020453e+002dB,9.08758678060109e+001°)
1.04640546704741e+002	(1.27209082242994e+002dB,9.08760699936401e+001°)
1.04664643855218e+002	(1.27207081465212e+002dB,9.08762722267890e+001°)
1.04688746554908e+002	(1.27205080686924e+002dB,9.08764745087524e+001°)
1.04712854805088e+002	(1.27203079908236e+002dB,9.08766768376637e+001°)
1.04736968607038e+002	(1.27201079129198e+002dB,9.08768792126009e+001°)
1.04761087962034e+002	(1.27199078350009e+002dB,9.08770816339400e+001°)
1.04785212871357e+002	(1.27197077570260e+002dB,9.08772841032465e+001°)
1.04809343336286e+002	(1.27195076790142e+002dB,9.08774866199899e+001°)
1.04833479358098e+002	(1.27193076009830e+002dB,9.08776891822761e+001°)
1.04857620938075e+002	(1.27191075229199e+002dB,9.08778917924536e+001°)
1.04881768077497e+002	(1.27189074448018e+002dB,9.08780944492704e+001°)
1.04905920777643e+002	(1.27187073666619e+002dB,9.08782971525880e+001°)
1.04930079039794e+002	(1.27185072884799e+002dB,9.08784999038765e+001°)
1.04954242865230e+002	(1.27183072102542e+002dB,9.08787027026993e+001°)
1.04978412255234e+002	(1.27181071320101e+002dB,9.08789055480378e+001°)
1.05002587211087e+002	(1.27179070537122e+002dB,9.08791084400703e+001°)
1.05026767734069e+002	(1.27177069753877e+002dB,9.08793113795904e+001°)
1.05050953825464e+002	(1.27175068970478e+002dB,9.08795143651930e+001°)
1.05075145486553e+002	(1.27173068186446e+002dB,9.08797173984755e+001°)
1.05099342718620e+002	(1.27171067402178e+002dB,9.08799204788116e+001°)
1.05123545522946e+002	(1.27169066617460e+002dB,9.08801236067661e+001°)
1.05147753900816e+002	(1.27167065832413e+002dB,9.08803267818370e+001°)
1.05171967853513e+002	(1.27165065047079e+002dB,9.08805300026560e+001°)
1.05196187382320e+002	(1.27163064261265e+002dB,9.08807332715920e+001°)
1.05220412488522e+002	(1.27161063475096e+002dB,9.08809365886025e+001°)
1.05244643173403e+002	(1.27159062688805e+002dB,9.08811399508637e+001°)
1.05268879438248e+002	(1.27157061901940e+002dB,9.08813433622278e+001°)
1.05293121284342e+002	(1.27155061114732e+002dB,9.08815468198776e+001°)
1.05317368712970e+002	(1.27153060327180e+002dB,9.08817503247300e+001°)
1.05341621725417e+002	(1.27151059539272e+002dB,9.08819538768034e+001°)
1.05365880322970e+002	(1.27149058751126e+002dB,9.08821574755996e+001°)
1.05390144506914e+002	(1.27147057962468e+002dB,9.08823611221652e+001°)
1.05414414278537e+002	(1.27145057173558e+002dB,9.08825648163910e+001°)
1.05438689639124e+002	(1.27143056384092e+002dB,9.08827685566158e+001°)
1.05462970589963e+002	(1.27141055594558e+002dB,9.08829723448897e+001°)
1.05487257132342e+002	(1.27139054804458e+002dB,9.08831761805488e+001°)
1.05511549267547e+002	(1.27137054013978e+002dB,9.08833800630659e+001°)
1.05535846996867e+002	(1.27135053223267e+002dB,9.08835839946460e+001°)
1.05560150321591e+002	(1.27133052432127e+002dB,9.08837879708663e+001°)
1.05584459243006e+002	(1.27131051640589e+002dB,9.08839919957967e+001°)
1.05608773762401e+002	(1.27129050848832e+002dB,9.08841960680082e+001°)
1.05633093881067e+002	(1.27127050056558e+002dB,9.08844001867448e+001°)
1.05657419600291e+002	(1.27125049263917e+002dB,9.08846043542106e+001°)
1.05681750921364e+002	(1.27123048470934e+002dB,9.08848085676925e+001°)
1.05706087845575e+002	(1.27121047677826e+002dB,9.08850128293596e+001°)
1.05730430374216e+002	(1.27119046883952e+002dB,9.08852171381675e+001°)
1.05754778508577e+002	(1.27117046089921e+002dB,9.08854214947456e+001°)
1.05779132249948e+002	(1.27115045295643e+002dB,9.08856258982459e+001°)
1.05803491599621e+002	(1.27113044500910e+002dB,9.08858303496762e+001°)
1.05827856558887e+002	(1.27111043705763e+002dB,9.08860348476792e+001°)
1.05852227129039e+002	(1.27109042910348e+002dB,9.08862393944508e+001°)
1.05876603311368e+002	(1.27107042114430e+002dB,9.08864439883092e+001°)
1.05900985107166e+002	(1.27105041318184e+002dB,9.08866486278286e+001°)
1.05925372517727e+002	(1.27103040521771e+002dB,9.08868533165569e+001°)
1.05949765544343e+002	(1.27101039724956e+002dB,9.08870580528079e+001°)
1.05974164188308e+002	(1.27099038927516e+002dB,9.08872628362472e+001°)
1.05998568450915e+002	(1.27097038129705e+002dB,9.08874676663172e+001°)
1.06022978333458e+002	(1.27095037331800e+002dB,9.08876725447044e+001°)
1.06047393837231e+002	(1.27093036533501e+002dB,9.08878774702046e+001°)
1.06071814963529e+002	(1.27091035734679e+002dB,9.08880824446944e+001°)
1.06096241713647e+002	(1.27089034935494e+002dB,9.08882874654058e+001°)
1.06120674088879e+002	(1.27087034136094e+002dB,9.08884925345344e+001°)
1.06145112090522e+002	(1.27085033336376e+002dB,9.08886976503365e+001°)
1.06169555719870e+002	(1.27083032536129e+002dB,9.08889028133759e+001°)
1.06194004978220e+002	(1.27081031735629e+002dB,9.08891080253310e+001°)
1.06218459866868e+002	(1.27079030934629e+002dB,9.08893132836316e+001°)
1.06242920387110e+002	(1.27077030133282e+002dB,9.08895185909150e+001°)
1.06267386540244e+002	(1.27075029331674e+002dB,9.08897239440056e+001°)
1.06291858327567e+002	(1.27073028529623e+002dB,9.08899293461476e+001°)
1.06316335750375e+002	(1.27071027727297e+002dB,9.08901347954743e+001°)
1.06340818809967e+002	(1.27069026924427e+002dB,9.08903402934711e+001°)
1.06365307507641e+002	(1.27067026121380e+002dB,9.08905458377315e+001°)
1.06389801844696e+002	(1.27065025317881e+002dB,9.08907514292943e+001°)
1.06414301822429e+002	(1.27063024513936e+002dB,9.08909570699640e+001°)
1.06438807442140e+002	(1.27061023709844e+002dB,9.08911627573679e+001°)
1.06463318705129e+002	(1.27059022905276e+002dB,9.08913684939142e+001°)
1.06487835612694e+002	(1.27057022100195e+002dB,9.08915742773892e+001°)
1.06512358166136e+002	(1.27055021295131e+002dB,9.08917801080029e+001°)
1.06536886366754e+002	(1.27053020489332e+002dB,9.08919859865692e+001°)
1.06561420215849e+002	(1.27051019683197e+002dB,9.08921919138096e+001°)
1.06585959714723e+002	(1.27049018876825e+002dB,9.08923978874476e+001°)
1.06610504864675e+002	(1.27047018069885e+002dB,9.08926039098891e+001°)
1.06635055667008e+002	(1.27045017262822e+002dB,9.08928099795931e+001°)
1.06659612123023e+002	(1.27043016455304e+002dB,9.08930160985204e+001°)
1.06684174234022e+002	(1.27041015647353e+002dB,9.08932222639816e+001°)
1.06708742001307e+002	(1.27039014839109e+002dB,9.08934284777153e+001°)
1.06733315426181e+002	(1.27037014030543e+002dB,9.08936347384042e+001°)
1.06757894509947e+002	(1.27035013221515e+002dB,9.08938410470199e+001°)
1.06782479253907e+002	(1.27033012412092e+002dB,9.08940474048847e+001°)
1.06807069659366e+002	(1.27031011602432e+002dB,9.08942538092522e+001°)
1.06831665727627e+002	(1.27029010792202e+002dB,9.08944602620781e+001°)
1.06856267459994e+002	(1.27027009981850e+002dB,9.08946667622690e+001°)
1.06880874857771e+002	(1.27025009170831e+002dB,9.08948733109895e+001°)
1.06905487922263e+002	(1.27023008359741e+002dB,9.08950799084141e+001°)
1.06930106654776e+002	(1.27021007548141e+002dB,9.08952865529745e+001°)
1.06954731056613e+002	(1.27019006736150e+002dB,9.08954932446257e+001°)
1.06979361129082e+002	(1.27017005923846e+002dB,9.08956999855772e+001°)
1.07003996873488e+002	(1.27015005111121e+002dB,9.08959067736572e+001°)
1.07028638291136e+002	(1.27013004297964e+002dB,9.08961136093279e+001°)
1.07053285383334e+002	(1.27011003484654e+002dB,9.08963204947046e+001°)
1.07077938151387e+002	(1.27009002670862e+002dB,9.08965274259337e+001°)
1.07102596596605e+002	(1.27007001856611e+002dB,9.08967344065878e+001°)
1.07127260720292e+002	(1.27005001042137e+002dB,9.08969414347803e+001°)
1.07151930523758e+002	(1.27003000227162e+002dB,9.08971485115466e+001°)
1.07176606008310e+002	(1.27000999411923e+002dB,9.08973556350062e+001°)
1.07201287175257e+002	(1.26998998596100e+002dB,9.08975628084364e+001°)
1.07225974025906e+002	(1.26996997780052e+002dB,9.08977700290089e+001°)
1.07250666561568e+002	(1.26994996963701e+002dB,9.08979772972161e+001°)
1.07275364783550e+002	(1.26992996147035e+002dB,9.08981846135209e+001°)
1.07300068693163e+002	(1.26990995329843e+002dB,9.08983919784799e+001°)
1.07324778291717e+002	(1.26988994512310e+002dB,9.08985993920168e+001°)
1.07349493580521e+002	(1.26986993694343e+002dB,9.08988068532979e+001°)
1.07374214560886e+002	(1.26984992876127e+002dB,9.08990143622454e+001°)
1.07398941234122e+002	(1.26982992057450e+002dB,9.08992219194163e+001°)
1.07423673601540e+002	(1.26980991238434e+002dB,9.08994295252096e+001°)
1.07448411664453e+002	(1.26978990418992e+002dB,9.08996371792349e+001°)
1.07473155424171e+002	(1.26976989599236e+002dB,9.08998448810035e+001°)
1.07497904882005e+002	(1.26974988779151e+002dB,9.09000526305363e+001°)
1.07522660039270e+002	(1.26972987958667e+002dB,9.09002604292072e+001°)
1.07547420897276e+002	(1.26970987137816e+002dB,9.09004682752414e+001°)
1.07572187457337e+002	(1.26968986316471e+002dB,9.09006761709255e+001°)
1.07596959720766e+002	(1.26966985494846e+002dB,9.09008841126205e+001°)
1.07621737688876e+002	(1.26964984672828e+002dB,9.09010921039435e+001°)
1.07646521362981e+002	(1.26962983850324e+002dB,9.09013001440600e+001°)
1.07671310744394e+002	(1.26960983027700e+002dB,9.09015082310353e+001°)
1.07696105834431e+002	(1.26958982204496e+002dB,9.09017163673158e+001°)
1.07720906634406e+002	(1.26956981381023e+002dB,9.09019245523217e+001°)
1.07745713145634e+002	(1.26954980557051e+002dB,9.09021327848429e+001°)
1.07770525369429e+002	(1.26952979732839e+002dB,9.09023410656572e+001°)
1.07795343307108e+002	(1.26950978908227e+002dB,9.09025493939638e+001°)
1.07820166959987e+002	(1.26948978083285e+002dB,9.09027577715151e+001°)
1.07844996329380e+002	(1.26946977257991e+002dB,9.09029661978874e+001°)
1.07869831416606e+002	(1.26944976432041e+002dB,9.09031746714674e+001°)
1.07894672222980e+002	(1.26942975605796e+002dB,9.09033831960778e+001°)
1.07919518749820e+002	(1.26940974779381e+002dB,9.09035917663603e+001°)
1.07944370998442e+002	(1.26938973952421e+002dB,9.09038003864867e+001°)
1.07969228970166e+002	(1.26936973125272e+002dB,9.09040090536455e+001°)
1.07994092666307e+002	(1.26934972297611e+002dB,9.09042177706561e+001°)
1.08018962088186e+002	(1.26932971469526e+002dB,9.09044265348355e+001°)
1.08043837237120e+002	(1.26930970641156e+002dB,9.09046353483369e+001°)
1.08068718114428e+002	(1.26928969812346e+002dB,9.09048442108071e+001°)
1.08093604721430e+002	(1.26926968983184e+002dB,9.09050531195608e+001°)
1.08118497059444e+002	(1.26924968153628e+002dB,9.09052620786094e+001°)
1.08143395129791e+002	(1.26922967323708e+002dB,9.09054710861811e+001°)
1.08168298933790e+002	(1.26920966493536e+002dB,9.09056801417915e+001°)
1.08193208472763e+002	(1.26918965662889e+002dB,9.09058892451186e+001°)
1.08218123748029e+002	(1.26916964831830e+002dB,9.09060983974691e+001°)
1.08243044760910e+002	(1.26914964000347e+002dB,9.09063075992998e+001°)
1.08267971512727e+002	(1.26912963168536e+002dB,9.09065168488128e+001°)
1.08292904004801e+002	(1.26910962336326e+002dB,9.09067261473761e+001°)
1.08317842238455e+002	(1.26908961503753e+002dB,9.09069354936602e+001°)
1.08342786215011e+002	(1.26906960670751e+002dB,9.09071448894744e+001°)
1.08367735935791e+002	(1.26904959837359e+002dB,9.09073543339287e+001°)
1.08392691402117e+002	(1.26902959003825e+002dB,9.09075638269145e+001°)
1.08417652615314e+002	(1.26900958169661e+002dB,9.09077733682386e+001°)
1.08442619576704e+002	(1.26898957335243e+002dB,9.09079829572896e+001°)
1.08467592287612e+002	(1.26896956500372e+002dB,9.09081925959396e+001°)
1.08492570749361e+002	(1.26894955665150e+002dB,9.09084022828285e+001°)
1.08517554963275e+002	(1.26892954829567e+002dB,9.09086120188535e+001°)
1.08542544930679e+002	(1.26890953993534e+002dB,9.09088218036264e+001°)
1.08567540652899e+002	(1.26888953157213e+002dB,9.09090316353243e+001°)
1.08592542131259e+002	(1.26886952320372e+002dB,9.09092415189081e+001°)
1.08617549367085e+002	(1.26884951483211e+002dB,9.09094514498940e+001°)
1.08642562361703e+002	(1.26882950645722e+002dB,9.09096614291788e+001°)
1.08667581116439e+002	(1.26880949807880e+002dB,9.09098714563452e+001°)
1.08692605632620e+002	(1.26878948969497e+002dB,9.09100815341320e+001°)
1.08717635911571e+002	(1.26876948130990e+002dB,9.09102916597150e+001°)
1.08742671954621e+002	(1.26874947291814e+002dB,9.09105018338055e+001°)
1.08767713763097e+002	(1.26872946452487e+002dB,9.09107120566084e+001°)
1.08792761338326e+002	(1.26870945612729e+002dB,9.09109223287069e+001°)
