Freq.	V(n004)/I(I1)
1.00600467747249e+002	(-4.67750550865787e+001dB,7.63779224288564e+001°)
1.00623634528060e+002	(-4.67732086754438e+001dB,7.63822509789400e+001°)
1.00646806643832e+002	(-4.67713621896067e+001dB,7.63865789919164e+001°)
1.00669984095796e+002	(-4.67695156291359e+001dB,7.63909064684293e+001°)
1.00693166885180e+002	(-4.67676689938374e+001dB,7.63952334036328e+001°)
1.00716355013213e+002	(-4.67658222839263e+001dB,7.63995598015990e+001°)
1.00739548481125e+002	(-4.67639754994132e+001dB,7.64038856630095e+001°)
1.00762747290145e+002	(-4.67621286402584e+001dB,7.64082109857605e+001°)
1.00785951441503e+002	(-4.67602817065249e+001dB,7.64125357712317e+001°)
1.00809160936429e+002	(-4.67584346982442e+001dB,7.64168600193528e+001°)
1.00832375776155e+002	(-4.67565876153644e+001dB,7.64211837287310e+001°)
1.00855595961910e+002	(-4.67547404580364e+001dB,7.64255069028125e+001°)
1.00878821494927e+002	(-4.67528932262167e+001dB,7.64298295394697e+001°)
1.00902052376435e+002	(-4.67510459198551e+001dB,7.64341516365988e+001°)
1.00925288607668e+002	(-4.67491985391291e+001dB,7.64384731997595e+001°)
1.00948530189857e+002	(-4.67473510839515e+001dB,7.64427942247000e+001°)
1.00971777124234e+002	(-4.67455035543700e+001dB,7.64471147121020e+001°)
1.00995029412032e+002	(-4.67436559504649e+001dB,7.64514346647702e+001°)
1.01018287054483e+002	(-4.67418082721803e+001dB,7.64557540798628e+001°)
1.01041550052821e+002	(-4.67399605195944e+001dB,7.64600729594617e+001°)
1.01064818408279e+002	(-4.67381126927065e+001dB,7.64643913021195e+001°)
1.01088092122091e+002	(-4.67362647914891e+001dB,7.64687091071496e+001°)
1.01111371195490e+002	(-4.67344168160640e+001dB,7.64730263773076e+001°)
1.01134655629712e+002	(-4.67325687664275e+001dB,7.64773431118534e+001°)
1.01157945425989e+002	(-4.67307206426407e+001dB,7.64816593114496e+001°)
1.01181240585558e+002	(-4.67288724445697e+001dB,7.64859749726726e+001°)
1.01204541109654e+002	(-4.67270241724175e+001dB,7.64902901003105e+001°)
1.01227846999511e+002	(-4.67251758261692e+001dB,7.64946046929255e+001°)
1.01251158256365e+002	(-4.67233274056978e+001dB,7.64989187471364e+001°)
1.01274474881453e+002	(-4.67214789113116e+001dB,7.65032322704346e+001°)
1.01297796876010e+002	(-4.67196303427149e+001dB,7.65075452546000e+001°)
1.01321124241273e+002	(-4.67177817002013e+001dB,7.65118577064358e+001°)
1.01344456978479e+002	(-4.67159329836432e+001dB,7.65161696225287e+001°)
1.01367795088864e+002	(-4.67140841930707e+001dB,7.65204810028579e+001°)
1.01391138573667e+002	(-4.67122353286180e+001dB,7.65247918501144e+001°)
1.01414487434125e+002	(-4.67103863901988e+001dB,7.65291021623063e+001°)
1.01437841671476e+002	(-4.67085373778514e+001dB,7.65334119393803e+001°)
1.01461201286958e+002	(-4.67066882915556e+001dB,7.65377211806353e+001°)
1.01484566281809e+002	(-4.67048391315414e+001dB,7.65420298908335e+001°)
1.01507936657269e+002	(-4.67029898975816e+001dB,7.65463380645498e+001°)
1.01531312414576e+002	(-4.67011405898566e+001dB,7.65506457051341e+001°)
1.01554693554969e+002	(-4.66992912082910e+001dB,7.65549528105752e+001°)
1.01578080079690e+002	(-4.66974417530285e+001dB,7.65592593842556e+001°)
1.01601471989976e+002	(-4.66955922240135e+001dB,7.65635654234288e+001°)
1.01624869287069e+002	(-4.66937426212946e+001dB,7.65678709294600e+001°)
1.01648271972209e+002	(-4.66918929448210e+001dB,7.65721759002953e+001°)
1.01671680046637e+002	(-4.66900431947285e+001dB,7.65764803393774e+001°)
1.01695093511594e+002	(-4.66881933709730e+001dB,7.65807842445939e+001°)
1.01718512368321e+002	(-4.66863434736167e+001dB,7.65850876173518e+001°)
1.01741936618060e+002	(-4.66844935026333e+001dB,7.65893904562629e+001°)
1.01765366262053e+002	(-4.66826434581083e+001dB,7.65936927626549e+001°)
1.01788801301542e+002	(-4.66807933400462e+001dB,7.65979945365702e+001°)
1.01812241737769e+002	(-4.66789431483787e+001dB,7.66022957759654e+001°)
1.01835687571978e+002	(-4.66770928833233e+001dB,7.66065964855905e+001°)
1.01859138805411e+002	(-4.66752425447606e+001dB,7.66108966620371e+001°)
1.01882595439312e+002	(-4.66733921326725e+001dB,7.66151963039432e+001°)
1.01906057474924e+002	(-4.66715416472139e+001dB,7.66194954154039e+001°)
1.01929524913492e+002	(-4.66696910883565e+001dB,7.66237939950550e+001°)
1.01952997756260e+002	(-4.66678404561117e+001dB,7.66280920422034e+001°)
1.01976476004471e+002	(-4.66659897504907e+001dB,7.66323895568615e+001°)
1.01999959659371e+002	(-4.66641389715232e+001dB,7.66366865397389e+001°)
1.02023448722206e+002	(-4.66622881192802e+001dB,7.66409829914577e+001°)
1.02046943194219e+002	(-4.66604371937618e+001dB,7.66452789120890e+001°)
1.02070443076658e+002	(-4.66585861949801e+001dB,7.66495743009077e+001°)
1.02093948370767e+002	(-4.66567351228884e+001dB,7.66538691572903e+001°)
1.02117459077794e+002	(-4.66548839776978e+001dB,7.66581634845652e+001°)
1.02140975198984e+002	(-4.66530327592477e+001dB,7.66624572794219e+001°)
1.02164496735585e+002	(-4.66511814676423e+001dB,7.66667505431502e+001°)
1.02188023688843e+002	(-4.66493301029013e+001dB,7.66710432765038e+001°)
1.02211556060006e+002	(-4.66474786650333e+001dB,7.66753354787755e+001°)
1.02235093850322e+002	(-4.66456271540864e+001dB,7.66796271506517e+001°)
1.02258637061039e+002	(-4.66437755700849e+001dB,7.66839182928532e+001°)
1.02282185693404e+002	(-4.66419239130377e+001dB,7.66882089039670e+001°)
1.02305739748666e+002	(-4.66400721828948e+001dB,7.66924989834058e+001°)
1.02329299228075e+002	(-4.66382203798018e+001dB,7.66967885338435e+001°)
1.02352864132878e+002	(-4.66363685037586e+001dB,7.67010775546084e+001°)
1.02376434464327e+002	(-4.66345165547118e+001dB,7.67053660443858e+001°)
1.02400010223669e+002	(-4.66326645327284e+001dB,7.67096540038514e+001°)
1.02423591412156e+002	(-4.66308124378624e+001dB,7.67139414343991e+001°)
1.02447178031037e+002	(-4.66289602702169e+001dB,7.67182283373281e+001°)
1.02470770081564e+002	(-4.66271080295680e+001dB,7.67225147073080e+001°)
1.02494367564986e+002	(-4.66252557161764e+001dB,7.67268005504201e+001°)
1.02517970482555e+002	(-4.66234033299209e+001dB,7.67310858626280e+001°)
1.02541578835522e+002	(-4.66215508709131e+001dB,7.67353706466463e+001°)
1.02565192625140e+002	(-4.66196983391909e+001dB,7.67396549024649e+001°)
1.02588811852659e+002	(-4.66178457346913e+001dB,7.67439386288078e+001°)
1.02612436519333e+002	(-4.66159930574410e+001dB,7.67482218249637e+001°)
1.02636066626414e+002	(-4.66141403075174e+001dB,7.67525044930119e+001°)
1.02659702175154e+002	(-4.66122874849749e+001dB,7.67567866336328e+001°)
1.02683343166808e+002	(-4.66104345896985e+001dB,7.67610682434637e+001°)
1.02706989602627e+002	(-4.66085816219105e+001dB,7.67653493279828e+001°)
1.02730641483867e+002	(-4.66067285813818e+001dB,7.67696298803803e+001°)
1.02754298811780e+002	(-4.66048754684428e+001dB,7.67739099088338e+001°)
1.02777961587622e+002	(-4.66030222828266e+001dB,7.67781894058926e+001°)
1.02801629812646e+002	(-4.66011690247317e+001dB,7.67824683763659e+001°)
1.02825303488109e+002	(-4.65993156942039e+001dB,7.67867468201967e+001°)
1.02848982615264e+002	(-4.65974622911106e+001dB,7.67910247347886e+001°)
1.02872667195367e+002	(-4.65956088155879e+001dB,7.67953021221443e+001°)
1.02896357229674e+002	(-4.65937552676095e+001dB,7.67995789816539e+001°)
1.02920052719442e+002	(-4.65919016472627e+001dB,7.68038553146568e+001°)
1.02943753665926e+002	(-4.65900479544810e+001dB,7.68081311191629e+001°)
1.02967460070382e+002	(-4.65881941894422e+001dB,7.68124063992557e+001°)
1.02991171934069e+002	(-4.65863403519312e+001dB,7.68166811488928e+001°)
1.03014889258242e+002	(-4.65844864421737e+001dB,7.68209553727836e+001°)
1.03038612044161e+002	(-4.65826324601467e+001dB,7.68252290710154e+001°)
1.03062340293081e+002	(-4.65807784058158e+001dB,7.68295022415807e+001°)
1.03086074006261e+002	(-4.65789242793055e+001dB,7.68337748871943e+001°)
1.03109813184961e+002	(-4.65770700805338e+001dB,7.68380470051672e+001°)
1.03133557830437e+002	(-4.65752158095629e+001dB,7.68423185969356e+001°)
1.03157307943950e+002	(-4.65733614664391e+001dB,7.68465896631825e+001°)
1.03181063526758e+002	(-4.65715070511723e+001dB,7.68508602032398e+001°)
1.03204824580121e+002	(-4.65696525637471e+001dB,7.68551302164819e+001°)
1.03228591105299e+002	(-4.65677980041933e+001dB,7.68593997029350e+001°)
1.03252363103551e+002	(-4.65659433726621e+001dB,7.68636686667230e+001°)
1.03276140576139e+002	(-4.65640886689794e+001dB,7.68679371024417e+001°)
1.03299923524322e+002	(-4.65622338933177e+001dB,7.68722050134804e+001°)
1.03323711949362e+002	(-4.65603790456636e+001dB,7.68764723999219e+001°)
1.03347505852520e+002	(-4.65585241259454e+001dB,7.68807392591033e+001°)
1.03371305235057e+002	(-4.65566691343837e+001dB,7.68850055957261e+001°)
1.03395110098236e+002	(-4.65548140707495e+001dB,7.68892714045216e+001°)
1.03418920443318e+002	(-4.65529589352701e+001dB,7.68935366894766e+001°)
1.03442736271566e+002	(-4.65511037279442e+001dB,7.68978014513875e+001°)
1.03466557584242e+002	(-4.65492484486369e+001dB,7.69020656855417e+001°)
1.03490384382610e+002	(-4.65473930974961e+001dB,7.69063293953399e+001°)
1.03514216667933e+002	(-4.65455376746179e+001dB,7.69105925828529e+001°)
1.03538054441474e+002	(-4.65436821799498e+001dB,7.69148552460850e+001°)
1.03561897704497e+002	(-4.65418266134451e+001dB,7.69191173837630e+001°)
1.03585746458267e+002	(-4.65399709752173e+001dB,7.69233789979272e+001°)
1.03609600704047e+002	(-4.65381152653226e+001dB,7.69276400892708e+001°)
1.03633460443103e+002	(-4.65362594835988e+001dB,7.69319006545737e+001°)
1.03657325676699e+002	(-4.65344036302637e+001dB,7.69361606971098e+001°)
1.03681196406101e+002	(-4.65325477052508e+001dB,7.69404202156612e+001°)
1.03705072632575e+002	(-4.65306917085626e+001dB,7.69446792095683e+001°)
1.03728954357386e+002	(-4.65288356403543e+001dB,7.69489376822465e+001°)
1.03752841581800e+002	(-4.65269795004699e+001dB,7.69531956297217e+001°)
1.03776734307084e+002	(-4.65251232890921e+001dB,7.69574530560783e+001°)
1.03800632534505e+002	(-4.65232670061717e+001dB,7.69617099586218e+001°)
1.03824536265330e+002	(-4.65214106516588e+001dB,7.69659663368119e+001°)
1.03848445500826e+002	(-4.65195542256858e+001dB,7.69702221926400e+001°)
1.03872360242261e+002	(-4.65176977282372e+001dB,7.69744775262092e+001°)
1.03896280490902e+002	(-4.65158411593876e+001dB,7.69787323381979e+001°)
1.03920206248019e+002	(-4.65139845190962e+001dB,7.69829866273621e+001°)
1.03944137514879e+002	(-4.65121278073170e+001dB,7.69872403916904e+001°)
1.03968074292751e+002	(-4.65102710243178e+001dB,7.69914936379391e+001°)
1.03992016582905e+002	(-4.65084141698526e+001dB,7.69957463595266e+001°)
1.04015964386609e+002	(-4.65065572440270e+001dB,7.69999985584716e+001°)
1.04039917705134e+002	(-4.65047002469775e+001dB,7.70042502374943e+001°)
1.04063876539749e+002	(-4.65028431786285e+001dB,7.70085013939581e+001°)
1.04087840891725e+002	(-4.65009860389338e+001dB,7.70127520273109e+001°)
1.04111810762332e+002	(-4.64991288280507e+001dB,7.70170021402349e+001°)
1.04135786152842e+002	(-4.64972715459397e+001dB,7.70212517314554e+001°)
1.04159767064525e+002	(-4.64954141926205e+001dB,7.70255008010591e+001°)
1.04183753498652e+002	(-4.64935567681457e+001dB,7.70297493497281e+001°)
1.04207745456496e+002	(-4.64916992726001e+001dB,7.70339973795478e+001°)
1.04231742939329e+002	(-4.64898417058146e+001dB,7.70382448852345e+001°)
1.04255745948422e+002	(-4.64879840679549e+001dB,7.70424918708515e+001°)
1.04279754485049e+002	(-4.64861263590267e+001dB,7.70467383357785e+001°)
1.04303768550482e+002	(-4.64842685790239e+001dB,7.70509842801131e+001°)
1.04327788145995e+002	(-4.64824107280291e+001dB,7.70552297045287e+001°)
1.04351813272861e+002	(-4.64805528060027e+001dB,7.70594746084850e+001°)
1.04375843932353e+002	(-4.64786948130189e+001dB,7.70637189926514e+001°)
1.04399880125747e+002	(-4.64768367489921e+001dB,7.70679628544467e+001°)
1.04423921854316e+002	(-4.64749786141130e+001dB,7.70722061985984e+001°)
1.04447969119335e+002	(-4.64731204082324e+001dB,7.70764490212189e+001°)
1.04472021922078e+002	(-4.64712621314422e+001dB,7.70806913229479e+001°)
1.04496080263822e+002	(-4.64694037839070e+001dB,7.70849331085784e+001°)
1.04520144145842e+002	(-4.64675453654565e+001dB,7.70891743728352e+001°)
1.04544213569413e+002	(-4.64656868761196e+001dB,7.70934151164583e+001°)
1.04568288535812e+002	(-4.64638283160540e+001dB,7.70976553421213e+001°)
1.04592369046315e+002	(-4.64619696851663e+001dB,7.71018950479971e+001°)
1.04616455102199e+002	(-4.64601109836092e+001dB,7.71061342367075e+001°)
1.04640546704741e+002	(-4.64582522112020e+001dB,7.71103729037628e+001°)
1.04664643855218e+002	(-4.64563933681413e+001dB,7.71146110531427e+001°)
1.04688746554908e+002	(-4.64545344543603e+001dB,7.71188486829569e+001°)
1.04712854805088e+002	(-4.64526754699092e+001dB,7.71230857946431e+001°)
1.04736968607038e+002	(-4.64508164148607e+001dB,7.71273223881749e+001°)
1.04761087962034e+002	(-4.64489572891418e+001dB,7.71315584623855e+001°)
1.04785212871357e+002	(-4.64470980928404e+001dB,7.71357940186412e+001°)
1.04809343336286e+002	(-4.64452388260104e+001dB,7.71400290576643e+001°)
1.04833479358098e+002	(-4.64433794885400e+001dB,7.71442635769164e+001°)
1.04857620938075e+002	(-4.64415200806444e+001dB,7.71484975811025e+001°)
1.04881768077497e+002	(-4.64396606021814e+001dB,7.71527310649357e+001°)
1.04905920777643e+002	(-4.64378010531608e+001dB,7.71569640299096e+001°)
1.04930079039794e+002	(-4.64359414338238e+001dB,7.71611964806645e+001°)
1.04954242865230e+002	(-4.64340817440053e+001dB,7.71654284133440e+001°)
1.04978412255234e+002	(-4.64322219837463e+001dB,7.71696598273261e+001°)
1.05002587211087e+002	(-4.64303621531114e+001dB,7.71738907253931e+001°)
1.05026767734069e+002	(-4.64285022520949e+001dB,7.71781211048888e+001°)
1.05050953825464e+002	(-4.64266422807325e+001dB,7.71823509679536e+001°)
1.05075145486553e+002	(-4.64247822390273e+001dB,7.71865803140029e+001°)
1.05099342718620e+002	(-4.64229221270179e+001dB,7.71908091430961e+001°)
1.05123545522946e+002	(-4.64210619447162e+001dB,7.71950374546087e+001°)
1.05147753900816e+002	(-4.64192016922562e+001dB,7.71992652526673e+001°)
1.05171967853513e+002	(-4.64173413694276e+001dB,7.72034925307184e+001°)
1.05196187382320e+002	(-4.64154809765182e+001dB,7.72077192960957e+001°)
1.05220412488522e+002	(-4.64136205133385e+001dB,7.72119455429430e+001°)
1.05244643173403e+002	(-4.64117599800547e+001dB,7.72161712753028e+001°)
1.05268879438248e+002	(-4.64098993765587e+001dB,7.72203964899676e+001°)
1.05293121284342e+002	(-4.64080387030010e+001dB,7.72246211903219e+001°)
1.05317368712970e+002	(-4.64061779592784e+001dB,7.72288453731496e+001°)
1.05341621725417e+002	(-4.64043171455804e+001dB,7.72330690431656e+001°)
1.05365880322970e+002	(-4.64024562617541e+001dB,7.72372921958384e+001°)
1.05390144506914e+002	(-4.64005953078581e+001dB,7.72415148318812e+001°)
1.05414414278537e+002	(-4.63987342840115e+001dB,7.72457369540534e+001°)
1.05438689639124e+002	(-4.63968731901686e+001dB,7.72499585611293e+001°)
1.05462970589963e+002	(-4.63950120264010e+001dB,7.72541796538040e+001°)
1.05487257132342e+002	(-4.63931507926588e+001dB,7.72584002309242e+001°)
1.05511549267547e+002	(-4.63912894890008e+001dB,7.72626202931880e+001°)
1.05535846996867e+002	(-4.63894281154597e+001dB,7.72668398413609e+001°)
1.05560150321591e+002	(-4.63875666720719e+001dB,7.72710588755416e+001°)
1.05584459243006e+002	(-4.63857051587790e+001dB,7.72752773938257e+001°)
1.05608773762401e+002	(-4.63838435756918e+001dB,7.72794953982831e+001°)
1.05633093881067e+002	(-4.63819819228196e+001dB,7.72837128897100e+001°)
1.05657419600291e+002	(-4.63801202001230e+001dB,7.72879298654976e+001°)
1.05681750921364e+002	(-4.63782584076438e+001dB,7.72921463271371e+001°)
1.05706087845575e+002	(-4.63763965455533e+001dB,7.72963622779392e+001°)
1.05730430374216e+002	(-4.63745346136556e+001dB,7.73005777127759e+001°)
1.05754778508577e+002	(-4.63726726119973e+001dB,7.73047926324131e+001°)
1.05779132249948e+002	(-4.63708105407714e+001dB,7.73090070408364e+001°)
1.05803491599621e+002	(-4.63689483998825e+001dB,7.73132209355632e+001°)
1.05827856558887e+002	(-4.63670861893731e+001dB,7.73174343173228e+001°)
1.05852227129039e+002	(-4.63652239092458e+001dB,7.73216471855869e+001°)
1.05876603311368e+002	(-4.63633615595499e+001dB,7.73258595410825e+001°)
1.05900985107166e+002	(-4.63614991402310e+001dB,7.73300713819469e+001°)
1.05925372517727e+002	(-4.63596366515220e+001dB,7.73342827135168e+001°)
1.05949765544343e+002	(-4.63577740931902e+001dB,7.73384935300363e+001°)
1.05974164188308e+002	(-4.63559114654212e+001dB,7.73427038355055e+001°)
1.05998568450915e+002	(-4.63540487681676e+001dB,7.73469136273830e+001°)
1.06022978333458e+002	(-4.63521860014244e+001dB,7.73511229064775e+001°)
1.06047393837231e+002	(-4.63503231653558e+001dB,7.73553316761641e+001°)
1.06071814963529e+002	(-4.63484602597956e+001dB,7.73595399312690e+001°)
1.06096241713647e+002	(-4.63465972849039e+001dB,7.73637476751785e+001°)
1.06120674088879e+002	(-4.63447342406321e+001dB,7.73679549073746e+001°)
1.06145112090522e+002	(-4.63428711269965e+001dB,7.73721616266303e+001°)
1.06169555719870e+002	(-4.63410079441508e+001dB,7.73763678369704e+001°)
1.06194004978220e+002	(-4.63391446919021e+001dB,7.73805735326036e+001°)
1.06218459866868e+002	(-4.63372813704520e+001dB,7.73847787189115e+001°)
1.06242920387110e+002	(-4.63354179797704e+001dB,7.73889833946968e+001°)
1.06267386540244e+002	(-4.63335545198245e+001dB,7.73931875580480e+001°)
1.06291858327567e+002	(-4.63316909906924e+001dB,7.73973912104162e+001°)
1.06316335750375e+002	(-4.63298273923842e+001dB,7.74015943526000e+001°)
1.06340818809967e+002	(-4.63279637249884e+001dB,7.74057969852952e+001°)
1.06365307507641e+002	(-4.63260999884051e+001dB,7.74099991060501e+001°)
1.06389801844696e+002	(-4.63242361826803e+001dB,7.74142007155974e+001°)
1.06414301822429e+002	(-4.63223723079011e+001dB,7.74184018153638e+001°)
1.06438807442140e+002	(-4.63205083640547e+001dB,7.74226024055024e+001°)
1.06463318705129e+002	(-4.63186443511495e+001dB,7.74268024847699e+001°)
1.06487835612694e+002	(-4.63167802692521e+001dB,7.74310020546005e+001°)
1.06512358166136e+002	(-4.63149161183384e+001dB,7.74352011144706e+001°)
1.06536886366754e+002	(-4.63130518984401e+001dB,7.74393996644934e+001°)
1.06561420215849e+002	(-4.63111876096070e+001dB,7.74435977047311e+001°)
1.06585959714723e+002	(-4.63093232517735e+001dB,7.74477952340546e+001°)
1.06610504864675e+002	(-4.63074588251204e+001dB,7.74519922558235e+001°)
1.06635055667008e+002	(-4.63055943295493e+001dB,7.74561887682189e+001°)
1.06659612123023e+002	(-4.63037297651024e+001dB,7.74603847713585e+001°)
1.06684174234022e+002	(-4.63018651318358e+001dB,7.74645802652958e+001°)
1.06708742001307e+002	(-4.63000004296994e+001dB,7.74687752495785e+001°)
1.06733315426181e+002	(-4.62981356587518e+001dB,7.74729697249565e+001°)
1.06757894509947e+002	(-4.62962708190895e+001dB,7.74771636928125e+001°)
1.06782479253907e+002	(-4.62944059106524e+001dB,7.74813571513330e+001°)
1.06807069659366e+002	(-4.62925409334829e+001dB,7.74855501019876e+001°)
1.06831665727627e+002	(-4.62906758875766e+001dB,7.74897425435438e+001°)
1.06856267459994e+002	(-4.62888107730109e+001dB,7.74939344774406e+001°)
1.06880874857771e+002	(-4.62869455897526e+001dB,7.74981259031839e+001°)
1.06905487922263e+002	(-4.62850803378689e+001dB,7.75023168208427e+001°)
1.06930106654776e+002	(-4.62832150174031e+001dB,7.75065072318503e+001°)
1.06954731056613e+002	(-4.62813496282632e+001dB,7.75106971338137e+001°)
1.06979361129082e+002	(-4.62794841705551e+001dB,7.75148865273604e+001°)
1.07003996873488e+002	(-4.62776186443109e+001dB,7.75190754147047e+001°)
1.07028638291136e+002	(-4.62757530495046e+001dB,7.75232637939459e+001°)
1.07053285383334e+002	(-4.62738873862599e+001dB,7.75274516678473e+001°)
1.07077938151387e+002	(-4.62720216545079e+001dB,7.75316390339008e+001°)
1.07102596596605e+002	(-4.62701558542418e+001dB,7.75358258916066e+001°)
1.07127260720292e+002	(-4.62682899854894e+001dB,7.75400122424453e+001°)
1.07151930523758e+002	(-4.62664240483788e+001dB,7.75441980870792e+001°)
1.07176606008310e+002	(-4.62645580427859e+001dB,7.75483834238097e+001°)
1.07201287175257e+002	(-4.62626919689827e+001dB,7.75525682578808e+001°)
1.07225974025906e+002	(-4.62608258266207e+001dB,7.75567525810343e+001°)
1.07250666561568e+002	(-4.62589596160888e+001dB,7.75609364018119e+001°)
1.07275364783550e+002	(-4.62570933371090e+001dB,7.75651197125446e+001°)
1.07300068693163e+002	(-4.62552269899245e+001dB,7.75693025205682e+001°)
1.07324778291717e+002	(-4.62533605744482e+001dB,7.75734848214026e+001°)
1.07349493580521e+002	(-4.62514940906977e+001dB,7.75776666158701e+001°)
1.07374214560886e+002	(-4.62496275387489e+001dB,7.75818479053735e+001°)
1.07398941234122e+002	(-4.62477609185412e+001dB,7.75860286881587e+001°)
1.07423673601540e+002	(-4.62458942301595e+001dB,7.75902089655990e+001°)
1.07448411664453e+002	(-4.62440274736270e+001dB,7.75943887385383e+001°)
1.07473155424171e+002	(-4.62421606490151e+001dB,7.75985680070260e+001°)
1.07497904882005e+002	(-4.62402937562496e+001dB,7.76027467699992e+001°)
1.07522660039270e+002	(-4.62384267953836e+001dB,7.76069250282131e+001°)
1.07547420897276e+002	(-4.62365597664043e+001dB,7.76111027798143e+001°)
1.07572187457337e+002	(-4.62346926694168e+001dB,7.76152800282408e+001°)
1.07596959720766e+002	(-4.62328255043790e+001dB,7.76194567716762e+001°)
1.07621737688876e+002	(-4.62309582713370e+001dB,7.76236330102252e+001°)
1.07646521362981e+002	(-4.62290909702960e+001dB,7.76278087447529e+001°)
1.07671310744394e+002	(-4.62272236013247e+001dB,7.76319839759845e+001°)
1.07696105834431e+002	(-4.62253561644193e+001dB,7.76361587034471e+001°)
1.07720906634406e+002	(-4.62234886595227e+001dB,7.76403329246604e+001°)
1.07745713145634e+002	(-4.62216210867422e+001dB,7.76445066423871e+001°)
1.07770525369429e+002	(-4.62197534460546e+001dB,7.76486798561402e+001°)
1.07795343307108e+002	(-4.62178857375884e+001dB,7.76528525679509e+001°)
1.07820166959987e+002	(-4.62160179612478e+001dB,7.76570247754304e+001°)
1.07844996329380e+002	(-4.62141501170792e+001dB,7.76611964793581e+001°)
1.07869831416606e+002	(-4.62122822051303e+001dB,7.76653676798569e+001°)
1.07894672222980e+002	(-4.62104142254981e+001dB,7.76695383796686e+001°)
1.07919518749820e+002	(-4.62085461780172e+001dB,7.76737085738021e+001°)
1.07944370998442e+002	(-4.62066780627940e+001dB,7.76778782649732e+001°)
1.07969228970166e+002	(-4.62048098799209e+001dB,7.76820474539306e+001°)
1.07994092666307e+002	(-4.62029416293375e+001dB,7.76862161402467e+001°)
1.08018962088186e+002	(-4.62010733111194e+001dB,7.76903843246962e+001°)
1.08043837237120e+002	(-4.61992049252434e+001dB,7.76945520061225e+001°)
1.08068718114428e+002	(-4.61973364716965e+001dB,7.76987191840675e+001°)
1.08093604721430e+002	(-4.61954679506559e+001dB,7.77028858618330e+001°)
1.08118497059444e+002	(-4.61935993619829e+001dB,7.77070520370997e+001°)
1.08143395129791e+002	(-4.61917307057597e+001dB,7.77112177099496e+001°)
1.08168298933790e+002	(-4.61898619820061e+001dB,7.77153828811970e+001°)
1.08193208472763e+002	(-4.61879931907013e+001dB,7.77195475497014e+001°)
1.08218123748029e+002	(-4.61861243320163e+001dB,7.77237117194916e+001°)
1.08243044760910e+002	(-4.61842554057595e+001dB,7.77278753842390e+001°)
1.08267971512727e+002	(-4.61823864120644e+001dB,7.77320385493762e+001°)
1.08292904004801e+002	(-4.61805173509582e+001dB,7.77362012130038e+001°)
1.08317842238455e+002	(-4.61786482224899e+001dB,7.77403633766191e+001°)
1.08342786215011e+002	(-4.61767790266099e+001dB,7.77445250377524e+001°)
1.08367735935791e+002	(-4.61749097634203e+001dB,7.77486862005308e+001°)
1.08392691402117e+002	(-4.61730404327658e+001dB,7.77528468585768e+001°)
1.08417652615314e+002	(-4.61711710348824e+001dB,7.77570070185247e+001°)
1.08442619576704e+002	(-4.61693015696886e+001dB,7.77611666773108e+001°)
1.08467592287612e+002	(-4.61674320372207e+001dB,7.77653258364240e+001°)
1.08492570749361e+002	(-4.61655624375417e+001dB,7.77694844959637e+001°)
1.08517554963275e+002	(-4.61636927705687e+001dB,7.77736426535459e+001°)
1.08542544930679e+002	(-4.61618230364247e+001dB,7.77778003125543e+001°)
1.08567540652899e+002	(-4.61599532351079e+001dB,7.77819574718543e+001°)
